index,Xi,Xj,model
1941,A boy does a skateboard trick,on his favorite halfpipe.,qwen2.5:latest
1942,A small girl wearing a pink,dress ran towards her mother calling for attention.,qwen2.5:latest
1943,Young female child carrying a light,bag full of books,qwen2.5:latest
1944,A brown dog walking on a snowy,trailtryside,qwen2.5:latest
1945,a young boy in an olive green shirt and dark green pants,was playing in the park,qwen2.5:latest
1946,Reporters or commentators at a sporting event are standing,to offer analysis and insights to the audience,qwen2.5:latest
1947,Two men are sitting on a pile of fishing nets on a,beach waiting for the tide to come in.,qwen2.5:latest
1948,A rock band in a small,guitar and drums filled the room with their music,qwen2.5:latest
1949,Three people walking in front of an old colonial looking,building,qwen2.5:latest
1950,A person is running,to catch the bus,qwen2.5:latest
1951,A blond woman in a green tank top rides her,bicycle through the park.,qwen2.5:latest
1952,Two young people trek through,the wilderness to find themselves.,qwen2.5:latest
1953,"A young man in a group band playing a French Horn, with other","A young man in a group band playing a French Horn, with others tuning their instruments.",qwen2.5:latest
1954,A woman in a grassy field,was seen dancing under the sun,qwen2.5:latest
1955,A man walking away from the camera pulls a,pocket knife out of his pocket.,qwen2.5:latest
1956,A woman in safety gear gets,onto her motorcycle to head home.,qwen2.5:latest
1957,An individual is,an individual is someone who has distinct personal characteristics.,qwen2.5:latest
1958,Two soccer teams walking,onto the field for the match,qwen2.5:latest
1959,A boy with a blue wrestler mask is,wearing it to participate in a wrestling competition.,qwen2.5:latest
1960,An overhead view of,the city showed its sprawling landscape,qwen2.5:latest
1961,A child claps while riding,the merry-go-round,qwen2.5:latest
1962,A group of four people walking on,a deserted street at night,qwen2.5:latest
1963,An African American male rides a green bike while another person does,races against him in the background,qwen2.5:latest
1964,A nicely dressed woman standing outside waiting for a ride,entered the bustling station hoping to catch a glimpse of her friend.,qwen2.5:latest
1965,Boy with a red crown,wore a distinctive hat.,qwen2.5:latest
1966,"There is a driver in back, soda bottles in front,",waiting to be opened.,qwen2.5:latest
1967,Two kids enjoy the first falling leaves,of autumn together in the park.,qwen2.5:latest
1968,Five women in red halter tops and short black skirts,were likely at the beach party.,qwen2.5:latest
1969,The dog on the right has a red object in his,mouth,qwen2.5:latest
1970,A man and woman in,a romantic embrace,qwen2.5:latest
1971,ATV racer giving a hand gesture as he passes,the finish line,qwen2.5:latest
1972,A woman wearing a tan vest is sitting in,on the chair reading a book.,qwen2.5:latest
1973,Two people walking,in the park noticed an old friend.,qwen2.5:latest
1974,"A woman, wearing a gray coat, places clothing into",a bag,qwen2.5:latest
1975,A spotted dog jumps,over a green field,qwen2.5:latest
1976,A young girl throwing,a ball into the air,qwen2.5:latest
1977,A lady dressed in a kimono,walked gracefully through the garden,qwen2.5:latest
1978,Some very talented skateboarders,were about to perform impressive tricks at the contest,qwen2.5:latest
1979,"A muscled, shirtless man sitting on a bench",was admiring his own muscular physique,qwen2.5:latest
1980,A family is enjoying a day in the sun while,sitting on a beach under clear blue skies,qwen2.5:latest
1981,A child in a red jumpsuit,rode the bike in the park race.,qwen2.5:latest
1982,A girl with a ponytail is tying her shoes with,her hands,qwen2.5:latest
1983,A group of children are,playing in the park,qwen2.5:latest
1984,A man is outside and,wondering whether to go in for lunch.,qwen2.5:latest
1985,"Two women, one in green and the",one in red argued over a scarf.,qwen2.5:latest
1986,A man standing in,on the street corner noticed an unusual sight.,qwen2.5:latest
1987,A boy stands in a fountain with a his,"face pressed against the water-spouting duck sculpture, soaking wet.",qwen2.5:latest
1988,A man with no shirt and purple pants crouches,on a colorful street corner,qwen2.5:latest
1989,Two guys with red capes ride,side by side into the sunset,qwen2.5:latest
1990,"Looking down from the top of a cliff, a man is climbing the cliff",with his hands and feet.,qwen2.5:latest
1991,A woman wearing a gray shirt and blue,jeans walked into the cafe.,qwen2.5:latest
1992,Fathers reach out to their children encouraging them,to share their feelings and experiences.,qwen2.5:latest
1993,A man is taking a swing with his,golf club,qwen2.5:latest
1994,Two men are walking up a ramp while a third walks,Two men are walking up a ramp while a third walks down.,qwen2.5:latest
1995,A women's roller derby,is a competitive full-contact sport,qwen2.5:latest
1996,Two men are at the beach,building sandcastles together,qwen2.5:latest
1997,"A man in a red, short-sleeved shirt sits",on the bench by the park entrance.,qwen2.5:latest
1998,A woman runs on,the beach at sunrise for exercise.,qwen2.5:latest
1999,A man holding a flute and a boy sit,on the bench overlooking the lake,qwen2.5:latest
