,index,Xi,Xj,model
830,830,A man is cleaning the,windows of a tall skyscraper.,gpt-4-32k
831,831,A sports team all dressed in blue,was preparing for the championship game.,gpt-4-32k
832,832,Two dogs playing together,can often be a delightful sight to behold.,gpt-4-32k
833,833,"A woman in a kitchen, leaps in the air while attempting",to flip a pancake but it lands on the ceiling instead.,gpt-4-32k
834,834,A man and a woman are up on a,"hill, watching the sunset together.",gpt-4-32k
835,835,"A man in a blue, yellow and",red clown suit was juggling balls at the city park.,gpt-4-32k
836,836,A man in a red jacket and,black hat was standing alone at the corner of the street.,gpt-4-32k
837,837,A woman in a black blouse carrying a phone,was frantically searching for her lost child in the crowded mall.,gpt-4-32k
838,838,A child in a red shirt rides a zip-line while,his friends cheer him on from below.,gpt-4-32k
839,839,Two college students talking about,their upcoming exams and study strategies.,gpt-4-32k
840,840,"A Caucasian mat sits passively with his eyes closed as he gets his longer,",thicker beard trimmed by a professional barber.,gpt-4-32k
841,841,A woman is holding a baby,because she just became a new mother.,gpt-4-32k
842,842,A child is stretching out a slinky while,"observing how it expands and contracts, fascinated by the simple physics.",gpt-4-32k
843,843,A man sits at,"the bar, drowning his sorrows in whiskey.",gpt-4-32k
844,844,A man is being suspended in some sort of,"mysterious levitation experiment, causing a stir among the onlookers.",gpt-4-32k
845,845,A man in glasses and wearing a,"suit was standing at the corner of the street, looking rather lost.",gpt-4-32k
846,846,A man is riding a bicycle outfitted with a,small motor to assist him on the steep hills.,gpt-4-32k
847,847,One girl is helping another to take,her first steps after a leg injury.,gpt-4-32k
848,848,"With the night sky in the background, an extreme snowboarder launches himself, off four wooden","planks, into the icy air, performing a breathtaking trick.",gpt-4-32k
849,849,"As part of an audience, a woman in a black top","was captivated by the performance, her eyes never leaving the stage.",gpt-4-32k
850,850,The man in the gray shirt is filling in post holes,because he is building a new fence around his property.,gpt-4-32k
851,851,A guy and girl waling with,"their hands intertwined, lost in their own world of love.",gpt-4-32k
852,852,A water bird standing,on one leg at the edge of the lake.,gpt-4-32k
853,853,Guy jumping in front of,the train was trying to save his dog.,gpt-4-32k
854,854,Two men appear to,be arguing over the last piece of pizza.,gpt-4-32k
855,855,Three people standing in line at a store and one,of them suddenly fainted due to exhaustion.,gpt-4-32k
856,856,Two men are trimming palm trees and,one of them accidentally cuts a power line.,gpt-4-32k
857,857,Chef in an apron using a knife to cut,fresh vegetables for the evening's gourmet meal.,gpt-4-32k
858,858,A man and woman,"were arguing in the middle of the street, causing a scene.",gpt-4-32k
859,859,A brown dog and a black dog,were playing together in the park.,gpt-4-32k
860,860,A woman crosses the street near a,"construction site, narrowly avoiding a falling beam.",gpt-4-32k
861,861,A male driving a bulldozer to,demolish the old building was suddenly halted by the protest.,gpt-4-32k
862,862,Male vendors are selling fruit in an,open-air market bustling with customers.,gpt-4-32k
863,863,A team mascot raising,the spirits of the crowd during the final minutes of the game.,gpt-4-32k
864,864,A boy wearing black pants and gray,sweater was seen running away from the crime scene.,gpt-4-32k
865,865,Three men wearing hats are sitting,"on a park bench, engrossed in a deep conversation.",gpt-4-32k
866,866,A little girl frozen as a Praying,Mantis crawled up her arm.,gpt-4-32k
867,867,Three students standing together in,the hallway were discussing the upcoming math test.,gpt-4-32k
868,868,Someone walking along,"the beach stumbled upon a mysterious, ancient artifact.",gpt-4-32k
869,869,Five children are playing,in the park while their parents watch from a distance.,gpt-4-32k
870,870,"Swim meet showing one swimmer in action,",the crowd cheering loudly as he broke the previous record.,gpt-4-32k
871,871,Rock band performing on,stage was interrupted by a sudden power outage.,gpt-4-32k
872,872,A boy with swimming trunks and goggles jumping,into the crystal clear pool with a splash.,gpt-4-32k
873,873,A dog is jumping,over the fence to chase the squirrel.,gpt-4-32k
874,874,The man in the gray hooded,sweatshirt was the mysterious stranger everyone was talking about.,gpt-4-32k
875,875,A woman wearing black,"was standing alone at the end of the street, her eyes filled with mystery.",gpt-4-32k
876,876,A teenager is riding a skateboard,"down the street, showing off his impressive tricks.",gpt-4-32k
877,877,The boy is going to,the park to play a game of soccer with his friends.,gpt-4-32k
878,878,A basketball player in a blue,jersey scored the winning shot in the last second.,gpt-4-32k
879,879,A man has a hardcover illustrated book open in front,"of him, engrossed in the world of fantasy it unfolds.",gpt-4-32k
880,880,A band of asian students with different instruments wearing a white uniform with a yellow tie around the waist and a red tie across,"the chest, marched proudly in the cultural parade.",gpt-4-32k
881,881,Three boys playing,in the park suddenly noticed a stray puppy.,gpt-4-32k
882,882,A brown and white dog with a pink Frisbee in its mouth leaps through the,"air, chasing after its owner.",gpt-4-32k
883,883,"Two women, having drinks, are sitting down",and discussing their recent life events.,gpt-4-32k
884,884,"A man wearing a white construction hat, gray shirt and holding a yellow and",black tape measure was preparing to start his day at the construction site.,gpt-4-32k
885,885,A boy is in midair after jumping,off the diving board into the pool.,gpt-4-32k
886,886,A man wearing a black shirt and,blue jeans was standing alone at the corner of the street.,gpt-4-32k
887,887,A little boy is watching,a group of birds flying in the sky with wonder in his eyes.,gpt-4-32k
888,888,A little boy in a blue jacket,was lost in the bustling city market.,gpt-4-32k
889,889,A muscular boy is in a gym and is using,the weights to build his strength and endurance.,gpt-4-32k
890,890,The little girl is riding,her bicycle in the park for the first time.,gpt-4-32k
891,891,the young children are,often full of energy and curiosity.,gpt-4-32k
892,892,A man in a black knit hat is,walking down the street on a chilly winter morning.,gpt-4-32k
893,893,Some people are gathered in front of a building,because there is a protest against the new government policies.,gpt-4-32k
894,894,A couple of people survey,the damage after the hurricane hit their town.,gpt-4-32k
895,895,A woman crossing,the street was almost hit by a reckless driver.,gpt-4-32k
896,896,A little girl sits on the beach digging in,"the sand, building her dream castle.",gpt-4-32k
897,897,a young skateboarder jumping a,10-foot ramp for the first time felt an adrenaline rush.,gpt-4-32k
898,898,One boy is trying to kiss another,boy because he has feelings for him.,gpt-4-32k
899,899,A competition snowmobiler is,often required to navigate through challenging terrains and harsh weather conditions.,gpt-4-32k
900,900,a brown and white dog with his tongue,out was happily chasing after a frisbee in the park.,gpt-4-32k
901,901,Man with a musical instrument,was playing a beautiful melody that echoed through the streets.,gpt-4-32k
902,902,A girl with blond-hair is holding a bottle and wearing a,pink dress with white polka dots.,gpt-4-32k
903,903,An adult woman holding an umbrella is,"standing in the rain, waiting for her bus to arrive.",gpt-4-32k
904,904,A woman is ordering food from a market,because she is hosting a dinner party for her friends.,gpt-4-32k
905,905,A woman in jeans sits next to a,"man in a suit, creating a stark contrast in their attire.",gpt-4-32k
906,906,there are two children walking along a beach,and collecting seashells for their school project.,gpt-4-32k
907,907,a man wearing a blue shirt smoking a,"cigar was leaning against the wall, lost in deep thought.",gpt-4-32k
908,908,A man with black hair and a black mustache sitting down and putting his,"hands together, deep in thought.",gpt-4-32k
909,909,A person is drawing body,art on a canvas with vibrant colors.,gpt-4-32k
910,910,A violinist playing at,the concert mesmerized the audience with his soulful performance.,gpt-4-32k
911,911,A woman wearing a white shirt and gray shorts,was jogging in the park despite the scorching heat.,gpt-4-32k
912,912,A dog leans off the dock to,catch a frisbee thrown by its owner.,gpt-4-32k
913,913,"A band, including some guitarists and a","drummer, started to play as the crowd began to cheer.",gpt-4-32k
914,914,A person falls into the mud while,trying to avoid a puddle.,gpt-4-32k
915,915,Man in uniform waiting,for the train to arrive at the station.,gpt-4-32k
916,916,Two puppies play with a red,ball in the park every afternoon.,gpt-4-32k
917,917,An audience is watching,a thrilling performance that has them on the edge of their seats.,gpt-4-32k
918,918,A smiling man with a beard holds up a poster showing an,image of a peaceful protest for human rights.,gpt-4-32k
919,919,The man in sunglasses waited for the green crocodiles' mouth,to open before he daringly retrieved the diamond.,gpt-4-32k
920,920,A man rides his,"bike to work every day, regardless of the weather.",gpt-4-32k
921,921,A elderly women sitting in a coffee shop,was reminiscing about her youthful days.,gpt-4-32k
922,922,A person is watching a TV,show that is suspenseful and thrilling.,gpt-4-32k
923,923,A father feeding his,baby realized how precious these moments are.,gpt-4-32k
924,924,A middle-aged biker sat on the side of,"the road, fixing his motorcycle that had broken down.",gpt-4-32k
925,925,Cowboy at a rodeo hurls his,lasso to catch the runaway bull.,gpt-4-32k
926,926,A group of five men dressed in tan are in,the middle of a heated discussion about their next strategic move.,gpt-4-32k
927,927,A man in a safety vest and black hat wearing rubber gloves is crouched down,fixing a broken water pipe.,gpt-4-32k
928,928,"A small child, sitting on the floor,",was engrossed in his colorful building blocks.,gpt-4-32k
929,929,Barefoot grain workers sift,"through the golden harvest, their hands roughened by years of labor.",gpt-4-32k
930,930,A young girl wearing a red dress,was dancing gracefully at the center of the stage.,gpt-4-32k
931,931,A person does a jump on a,"trampoline, reaching heights that seem impossible.",gpt-4-32k
932,932,A man wearing a,"black suit walked into the room, capturing everyone's attention.",gpt-4-32k
933,933,A crowd,gathered quickly as the street performer began his act.,gpt-4-32k
934,934,"three young boys playing hear no evil,","see no evil, speak no evil, embodying the proverb in their innocent play.",gpt-4-32k
935,935,Two people Kayaking on,the lake were caught in a sudden storm.,gpt-4-32k
