index,Xi,Xj,model
927,A man in a safety vest and black hat wearing rubber gloves is crouched down, digging up a pothole on the road,mistral:latest
928,"A small child, sitting on the floor,", was coloring a picture of his family.,mistral:latest
929,Barefoot grain workers sift, through mountains of wheat to separate grains from chaff,mistral:latest
930,A young girl wearing a red dress, ran through the park excitedly,mistral:latest
931,A person does a jump on a, rope and lands perfectly,mistral:latest
932,A man wearing a, red hat approached cautiously.,mistral:latest
933,A crowd, gathered around to watch,mistral:latest
934,"three young boys playing hear no evil,"," monkey see no evil, speak no evil.",mistral:latest
935,Two people Kayaking on, were caught by a sudden storm,mistral:latest
936,Two dogs biting on a, each other's tails playfully.,mistral:latest
937,A small group of people are standing, near the entrance discussing their next move.,mistral:latest
938,A large catamaran, sailed smoothly across the calm sea,mistral:latest
939,A person staring at a wall that," for hours on end, lost in thought",mistral:latest
940,Person holds a flag in the wind, because they are proudly supporting their country,mistral:latest
941,People walking down, street were unaware of the impending disaster,mistral:latest
942,A guy in black shirt is, standing near the entrance.,mistral:latest
943,A woman is sitting outside at, ...enjoying her morning coffee.,mistral:latest
944,A man shaving, in front of a rusty mirror,mistral:latest
945,A man is outside sitting next," to his old car, reminiscing about past adventures.",mistral:latest
946,A man in a purple had climbs, up to reach the hidden treasure,mistral:latest
947,an audience of children, watched as Jack told a captivating story,mistral:latest
948,People fishing off, the pier were catching nothing but seaweed,mistral:latest
949,A man squatting and," ...in a field, trying to dig up his buried treasure",mistral:latest
950,A young girl is blowing the, bubbles excitedly,mistral:latest
951,the shadows of what appears to be two men grabbing, each other grew longer as night fell.,mistral:latest
952,A man, tried to solve a complex mathematical problem,mistral:latest
953,A person doing a handstand, ...was showing off their strength and balance.,mistral:latest
954,A man pours a, bucket of water on his burning house.,mistral:latest
955,A child is looking at a red, ball eagerly,mistral:latest
956,Asian people dressed in costumes and, were celebrating a festival,mistral:latest
957,A woman walking on the street wearing a, bright red dress caught everyone's attention.,mistral:latest
958,A skier in a bright, red suit lost control on the slope.,mistral:latest
959,People are sitting, on comfortable chairs around a warm fireplace,mistral:latest
960,A man playing with a small, dog on the street suddenly noticed a ball rolling away.,mistral:latest
961,Three uniformed workers are cleaning the, up after a messy accident,mistral:latest
962,A man using a scrub brush, to clean his car thoroughly,mistral:latest
963,A young male mixes food in a, bowl for his elderly neighbor who can't cook anymore,mistral:latest
964,guy holding a knife, threatened everyone at the gathering,mistral:latest
965,The gray and white dog, ran away when it saw a stranger approaching.,mistral:latest
966,"Three asian children, most prominently a young girl, in", were playing traditional games near the temple.,mistral:latest
967,A man is sewing, a beautiful quilt for his newborn daughter.,mistral:latest
968,A brown and white dog stands, on the porch barking at strangers.,mistral:latest
969,people stand outside, ...because they were waiting for a parade to start,mistral:latest
970,A girl wearing a red striped shirt is about to, run across the field,mistral:latest
971,A young boy with a black shirt and jeans riding, a bicycle down the street,mistral:latest
972,A skateboarder wearing blue jean and a gray shirt performs, a stunning trick on his board,mistral:latest
973,A male and a woman are on," a blind date, hoping to find common ground",mistral:latest
974,A man wearing a suit and, a top hat walked down the street.,mistral:latest
975,"Two woman, both of which are", were arguing fiercely over a misunderstanding,mistral:latest
976,A man on a horse is, galloping through the open fields.,mistral:latest
977,An attractive woman in a red shirt and denim skirt is about, to catch everyone's attention at the gathering.,mistral:latest
978,several men in biohazard suits carrying a human, were transporting the body to the lab for further examination.,mistral:latest
979,A man wearing a hat is standing on a," corner, looking lost.",mistral:latest
980,A group of people pose in a, for a selfie at the scenic viewpoint.,mistral:latest
981,A girl in a multicolored coat with fur accents, walked her dog near the park.,mistral:latest
982,The boy is licking the spoon to taste, because his mother forbade him from eating any more ice cream.,mistral:latest
983,"Africans in tribe clothes,", danced around a sacred fire,mistral:latest
984,Two people in gloves and masks, were preparing for a robbery,mistral:latest
985,A man plays guitar and sings into a microphone while a, crowd cheers around him.,mistral:latest
986,A crowd is staring at a screen, because they are watching an exciting game.,mistral:latest
987,Mom and her son put together, a jigsaw puzzle for hours,mistral:latest
988,A little girl stares at something, far away with a sense of wonder,mistral:latest
989,A girl in a bright blue dress stands in the," ...center of the room, captivating everyone's attention.",mistral:latest
990,A short-haired woman, walked her dog at the park.,mistral:latest
991,Men from two different teams are shaking hands; one is wearing a blue jersey, ...because they showed sportsmanship after an intense match.,mistral:latest
992,Two young girls sit in lawn chairs in the woods, ...enjoying a peaceful picnic together,mistral:latest
993,a girl looks at, her reflection in the mirror.,mistral:latest
994,A man in a white tank hits a, top hat with his cane,mistral:latest
995,A Black male is beside a building, ...because he needed shelter from the storm.,mistral:latest
996,A man about to throw a bowling, ball into the alley for his first time,mistral:latest
997,Two people ride up the mountain, on horseback for a breathtaking sunset view.,mistral:latest
998,A dark man with glasses who is wearing a white shirt is sitting in the," ...the corner booth at the café, reading a book.",mistral:latest
999,"A man wearing a white shirt, black slacks, and white socks, in a resort hotel", ...was out of place among the casual vacationers.,mistral:latest
1000,A dog is running in water with, because it loves to swim,mistral:latest
1001,A skier in a black top making a jump with a blue, landed gracefully on the other side.,mistral:latest
1002,Two men are at, a standoff over their differing political beliefs.,mistral:latest
1003,A man with glasses reads off a paper into, ...the courtroom during his testimony.,mistral:latest
